Date/Time,CoolingCoils:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Baseboard:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),Cooling:Electricity [J](Hourly)
 12/16  20:00:00,0.0,297447.8013968455,28695.998799426685,64130.580606528245,63556148.40547,20066212.433288895,64543391.45734288,0.0,0.0
 12/16  21:00:00,0.0,325002.00557309587,30527.30938152661,64305.403877986515,63325744.67763956,20068218.567142453,64478014.58563502,0.0,0.0
 12/16  22:00:00,0.0,352764.84082227765,32241.463074278676,65547.80525666308,64293272.02851159,20071175.12221388,65469351.80027032,0.0,0.0
 12/16  23:00:00,0.0,380331.97217481263,33860.20757460005,66868.25837413348,65365846.857452154,20074114.31983167,66531978.627795525,0.0,0.0
 12/16  24:00:00,0.0,407369.45339352184,35380.53402095155,68137.35668222315,66401389.77802715,20076903.744586114,67542124.92189221,0.0,0.0
 12/17  01:00:00,0.0,643710.1306175429,70852.24031283335,88918.7958090587,70914360.16623944,20133156.89000483,86582464.829878,0.0,0.0
 12/17  02:00:00,0.0,966208.8417946926,115036.88956051356,111977.4879067202,73167917.70706044,20200400.23135017,100200170.47115445,0.0,0.0
 12/17  03:00:00,0.0,1042076.5192458304,120596.3318033411,113967.76381779788,72666608.2701959,20207949.949504077,93563072.00126927,0.0,0.0
 12/17  04:00:00,0.0,1181809.5732635718,131204.27328984527,119057.4942569392,72875421.730517,20223647.621429723,90657571.35094348,0.0,0.0
 12/17  05:00:00,0.0,1612671.8899586606,214941.70318021806,145224.07331585177,73942506.61777735,20333551.630379006,100791463.15367958,0.0,0.0
 12/17  06:00:00,0.0,2613472.3740993934,388372.85017410526,195240.42394765004,76761299.69514637,20556999.128004696,115666232.10557413,0.0,0.0
 12/17  07:00:00,0.0,3961953.9580674614,578181.5306505642,262300.792024653,79046924.26555447,20813868.17655815,122687789.95661584,0.0,0.0
 12/17  08:00:00,0.0,5335647.828018992,724388.1262633514,316917.6925288338,80776264.56336729,21014691.67267512,113928764.73404181,0.0,0.0
 12/17  09:00:00,0.0,6663128.388502534,862789.9283599856,361047.48495192756,80005867.28209092,21197223.267194852,103665892.5101354,0.0,0.0
 12/17  10:00:00,0.0,4416877.026598327,618759.7852325188,287259.3461328878,76663538.10018441,20879404.985248346,76299536.41511643,0.0,0.0
 12/17  11:00:00,0.0,1978163.3630764065,286500.65012603416,167655.27848521943,70434842.16434751,20427541.782494195,51258190.006955296,0.0,0.0
 12/17  12:00:00,0.0,1648454.0055126105,233992.46878909483,134288.37594524963,65202183.50156511,20341666.698617283,49759448.2258449,0.0,0.0
 12/17  13:00:00,0.0,1393593.076086174,189994.27159617445,102788.5430503078,61318512.68878201,20266168.66852942,43469576.37332755,0.0,0.0
 12/17  14:00:00,0.0,1457847.8359206393,208296.53365128493,107955.24969667864,59126650.03109694,20289637.637230903,51061587.81139712,0.0,0.0
 12/17  15:00:00,0.0,1369210.4953427599,184812.36309992647,94328.64673865186,57307702.34288382,20252526.863721516,47131911.86580931,0.0,0.0
 12/17  16:00:00,0.0,1810080.2449024029,256889.4327765682,128760.61462902106,58910639.868228935,20359035.901288524,66586673.728323035,0.0,0.0
 12/17  17:00:00,0.0,3135358.3684955807,420843.7608628083,207718.0197614179,61281522.0739458,20601947.634507164,93668826.70574747,0.0,0.0
 12/17  18:00:00,0.0,3615618.377413624,466947.9257626618,228186.5093856234,60822515.74580437,20668520.289031226,84359788.849956,0.0,0.0
 12/17  19:00:00,0.0,3723774.1930858474,484653.1905216069,232316.16120585095,58898271.00303993,20690355.2056104,74448783.44905773,0.0,0.0
 12/17  20:00:00,0.0,4044291.8032687954,527622.9574733494,246142.33335119404,58467442.7459573,20747151.144707482,70845953.40826711,0.0,0.0
 12/17  21:00:00,0.0,4811872.739720392,609319.1784785176,274794.5999979386,59737479.111807674,20857499.632359393,72141357.71526444,0.0,0.0
 12/17  22:00:00,0.0,6368268.220417183,849562.6859707582,362628.3702313727,62452495.306487955,21185576.910085067,82509984.77666508,0.0,0.0
 12/17  23:00:00,0.0,7666091.765644302,1012694.6772086526,427957.39511192625,65464501.756284095,21414037.92620352,81500646.42948772,0.0,0.0
 12/17  24:00:00,0.0,9945626.659827394,1246477.5376771288,519644.41106805304,68129621.06788322,21739507.802628122,85460444.63580805,0.0,0.0
 12/18  01:00:00,0.0,11793992.015218534,1423107.35265483,585818.2913469935,70452599.3158556,21982311.49788476,85547581.65053113,0.0,0.0
 12/18  02:00:00,0.0,13524614.412667554,1570676.2230925253,642661.1071217464,72848230.4868287,22186723.184097208,88085933.74873427,0.0,0.0
 12/18  03:00:00,0.0,15708890.359090902,1765118.9836328554,719258.2514136083,75210777.48452625,22457763.0889294,92774122.42952076,0.0,0.0
 12/18  04:00:00,0.0,17453754.49325776,1904619.8345845176,770685.9934896138,75888709.52700622,22648691.681957066,94292808.86612548,0.0,0.0
 12/18  05:00:00,0.0,18758482.570050057,1998398.7652987284,805064.8659276753,76074365.60016066,22776849.48510934,95024698.03356914,0.0,0.0
 12/18  06:00:00,0.0,19359839.681184836,2049865.4673901037,820954.6778961818,74957656.6968712,22844205.999169223,94479727.26833414,0.0,0.0
 12/18  07:00:00,0.0,18991108.99599041,2055528.9992468972,810455.8285986948,70644888.48414308,32136060.819362387,90203473.3615646,0.0,0.0
 12/18  08:00:00,0.0,2888383.140836252,341572.42347472114,134442.27563658368,59948964.14632609,491514641.90177655,23116670.219769716,0.0,0.0
 12/18  09:00:00,2167.3449621499035,131649170.47407033,12489868.803663814,24197881.860349078,289420941.17037904,530121287.83935213,427430778.71994454,0.0,1492386.2673824965
 12/18  10:00:00,18323.449045869886,31464468.6280954,6372874.645662057,22870543.24895345,160909013.17032212,545015072.1562126,171273801.26351517,0.0,1517993.562454689
 12/18  11:00:00,45627.84902424698,20954291.248361986,5803669.499146141,22703548.84684202,141230163.3125335,546687915.6326733,152802569.0930356,0.0,1516723.0732986466
 12/18  12:00:00,70975.27420032193,10179125.735830104,5123937.421323773,22521933.596142866,129827728.73772034,552728348.4691113,115249953.5992629,0.0,1521020.3478334239
 12/18  13:00:00,8960558.70268338,707969.1384063207,4829989.034197971,24683910.56267635,126767690.54699391,554596377.048519,67794497.77257144,0.0,3899389.699482559
 12/18  14:00:00,19702113.75485844,395515.6804086347,5368741.888252443,30611484.403354138,128003581.75638153,561062703.7432512,86231397.5613485,0.0,9833369.572806275
 12/18  15:00:00,58895874.86835914,445702.8560991075,7536272.713761082,48175233.31578576,130208791.82721546,578399073.5085173,106001778.49388674,0.0,27373220.089826062
 12/18  16:00:00,54147842.642339155,1442405.6585598772,6980916.1102966145,46876179.46520746,136416552.7259953,562444019.9190786,142018327.39596388,0.0,26035710.2947649
 12/18  17:00:00,55568684.716009654,3876692.089944044,7202289.750008363,47401847.57222866,143579336.253965,570092841.8307712,182864094.63816065,0.0,26476222.138798717
 12/18  18:00:00,11234944.67108578,4839628.72736325,5421279.043110888,28668998.97680509,178412204.3304226,525128905.22258097,195316227.05016595,0.0,7707459.395040954
 12/18  19:00:00,2749591.695760973,4850531.454163749,4862132.590708425,24174984.769552406,185144015.0440879,522470654.5356002,191074282.8081126,0.0,3209182.821194183
 12/18  20:00:00,0.0,118285.27906574238,12266.3244162363,5829.293102856817,2942566.3843986127,356060890.58257717,3353778.1253983844,0.0,0.0
 12/18  21:00:00,0.0,137751.88881018895,14375.583355543371,49181.11383815498,49921351.27591536,36518362.60673306,29965227.146880127,0.0,0.0
 12/18  22:00:00,0.0,186232.13529371878,21108.927736687845,61701.17512225322,62283753.733995736,29635835.847438663,41578404.511450335,0.0,0.0
 12/18  23:00:00,0.0,242037.2729339465,25682.620474180312,73369.04809122236,74169101.48042421,27257167.440470908,54168083.60587913,0.0,0.0
 12/18  24:00:00,0.0,305202.77324288985,30010.451029345215,85596.62806060958,86725775.64377715,22483902.90564708,68396128.15605652,0.0,0.0
 12/19  01:00:00,0.0,364020.81994851923,33600.074683734565,94557.03210739768,95850299.85602744,20101542.96067407,80566969.0019423,0.0,0.0
 12/19  02:00:00,0.0,419507.46475206676,36708.27224801023,101917.67007283634,103298576.63890326,20112011.796203785,91208504.05219315,0.0,0.0
 12/19  03:00:00,0.0,472951.12052201596,39526.10024911175,108424.40966367674,109853850.34215184,20121336.363795727,100630361.7276314,0.0,0.0
 12/19  04:00:00,0.0,558382.1842723545,51332.29471797349,117536.91385854382,116877745.33012913,20142255.062459458,111985330.17998633,0.0,0.0
 12/19  05:00:00,0.0,1979208.624987523,256272.38930893393,185819.50777386097,128011408.3572767,20415477.750965733,168777882.7315923,0.0,0.0
 12/19  06:00:00,0.0,5056726.995985265,553633.9432501795,297654.776943144,139602122.00745827,20824674.57407626,211728025.49260157,0.0,0.0
 12/19  07:00:00,0.0,7592299.246640544,769713.2228909495,367499.28733261576,146794054.53102413,30407288.501740355,197229239.40647784,0.0,0.0
 12/19  08:00:00,0.0,2997993.6390232,338960.16210139403,214773.38393259788,142193113.45953435,491592360.74869907,113411038.49070175,0.0,0.0
 12/19  09:00:00,13745.2397868264,68062413.20692664,8360216.894121554,23686553.879077233,353179365.5690962,525480307.94853806,488400498.3339034,0.0,1514929.4587995904
 12/19  10:00:00,5542687.363113176,10741090.64460341,5361274.472940391,24946444.021596234,235225529.2338739,546079372.7561338,187888925.35489053,0.0,3849966.9483773634
 12/19  11:00:00,44880186.797544844,707284.9333373734,6871684.34649262,41315921.000546254,208711666.42867267,566368302.633724,145485831.86619985,0.0,20432115.52665835
 12/19  12:00:00,78395530.44844815,386137.27355754917,9746937.563133385,56893079.3761086,186602878.23444557,591722494.3908867,153987264.45397148,0.0,36025475.27249368
 12/19  13:00:00,83536727.20636523,262793.0129043539,10979699.350459673,60775930.71895948,172352093.3620792,596838107.5210639,154285486.17869565,0.0,39909754.715601474
 12/19  14:00:00,112082189.71538499,165496.63062875898,12481825.587317808,73619828.11775702,166350494.88640496,611184131.1567194,154618999.26061362,0.0,52585388.35492213
 12/19  15:00:00,158714424.88003916,118406.39263659857,14966077.906854771,95327176.49147972,168017987.6051615,632980821.8773049,160137703.49230176,0.0,73663822.15069489
 12/19  16:00:00,155315407.82764867,97007.74147644501,13909583.904844495,93549185.21428853,177853694.98801145,616045693.4627075,172636034.02226454,0.0,71961641.21552894
 12/19  17:00:00,152053180.10952663,85663.52778341401,13411265.715533558,92166856.4923821,183511419.70993942,621066826.7164497,180072510.76523903,0.0,70650920.19741085
 12/19  18:00:00,89969516.0753462,76662.60368793833,8673066.300244903,63456315.99591411,215970232.2556193,563168009.498824,214878864.7139076,0.0,42482589.27120118
 12/19  19:00:00,60042718.43974068,68584.81987258763,7477456.807871461,49888704.025631644,223247403.53231964,550799698.0088423,222501650.5307272,0.0,28945571.73848352
 12/19  20:00:00,87569.48741900746,64746.244266641246,28441.04905891173,22265817.888392977,41521408.615085825,378337053.9025099,38502296.52998877,0.0,1591990.862942173
 12/19  21:00:00,68922.01707634958,79696.54307615981,26733.046244609388,22289044.563391894,80235068.172066,58770583.519175865,73778893.2993175,0.0,1579923.36582799
 12/19  22:00:00,47326.802242961916,102130.93311524755,24596.46726473002,22275985.969315615,89057239.71078084,51853608.18116006,83492612.18568951,0.0,1558514.75240753
 12/19  23:00:00,23111.70706417871,128933.77795302801,19928.29326647148,22267104.26338511,96738327.67336877,49445148.32855708,92206648.74086882,0.0,1542289.4194948243
 12/19  24:00:00,9017.96006489861,168716.1522681771,21819.294523425615,18566631.36003685,101042750.81560093,40956746.481117405,98284130.19338052,0.0,1275819.5849084305
 12/20  01:00:00,0.0,218840.48183462763,23557.853844741985,98450.06260118773,102682548.28478794,20095393.770328872,101370168.38143118,0.0,0.0
 12/20  02:00:00,0.0,262685.8296572325,26881.272783193504,101888.44485478858,105721022.67612052,20102155.57152092,105102715.5260948,0.0,0.0
 12/20  03:00:00,0.0,306290.35355821846,29809.009424072596,106402.1793848567,110020317.8908897,20109597.042691868,109793860.04951619,0.0,0.0
 12/20  04:00:00,0.0,349382.14365037443,32460.538115141673,111813.63204176817,115360007.74186938,20117660.024039846,115313590.7517682,0.0,0.0
 12/20  05:00:00,0.0,392933.5309852303,34971.00289417902,115459.16299877514,118779212.04361254,20123816.019775894,118945890.02208073,0.0,0.0
 12/20  06:00:00,0.0,514199.6088920489,58813.369162909294,123157.21896989504,121270404.76998442,20155356.44201574,126098650.38674793,0.0,0.0
 12/20  07:00:00,0.0,1297707.85477636,168015.9603574938,170366.75203420589,123487170.88265851,29608458.703908496,162379723.3405701,0.0,0.0
 12/20  08:00:00,0.0,501193.9023117457,40627.028522522494,117253.52408942922,119174903.59740521,491196507.7552771,106763253.72439688,0.0,0.0
 12/20  09:00:00,685663.7778673085,39383341.305895835,6787693.404910004,23719680.29420528,326381363.9907341,523940910.8744546,526527213.51384073,0.0,1878286.0665422692
 12/20  10:00:00,16768408.350933224,12698500.420980187,6030228.550409348,29678485.054774888,212337903.9588123,551480367.8667812,208082369.65856218,0.0,8551634.185039634
 12/20  11:00:00,46313482.71870089,8125315.627061726,7222530.361228576,42919901.22234398,187752942.19904575,568323128.8702576,183658348.77382392,0.0,21863146.96594603
 12/20  12:00:00,82929327.86878519,2159136.344805753,8393023.49486351,59506572.76079276,161344801.6743836,592982073.7073009,125725734.91025673,0.0,38561443.71077809
 12/20  13:00:00,81392674.98603597,454310.3074375086,8044608.852364035,59236492.932272196,145814685.39660126,592363579.2362809,109257823.33589517,0.0,38354065.898355864
 12/20  14:00:00,103323957.85564509,297039.70748045604,9185080.68224448,69431155.77491547,141723503.17147768,603698713.9088047,118367134.68190712,0.0,48372120.493604906
 12/20  15:00:00,151288531.27926016,526702.0279859568,12188412.028467458,92097761.6347776,141422090.18051738,626973741.1422155,130597203.37175739,0.0,70193892.18892834
 12/20  16:00:00,160556287.58939242,963515.729918669,12708199.29002576,96460888.33886537,145048661.95285726,617756011.9724656,149928815.3417919,0.0,74382597.61492018
 12/20  17:00:00,171049172.26257303,1870078.364608027,13629023.16241026,101357752.82421935,145198799.46920705,630475480.4951638,166722499.90039048,0.0,79086580.02626367
 12/20  18:00:00,103477966.13760158,2200862.215056821,9501645.987723637,70616276.73252968,172560649.6381052,571156549.9229183,182436550.21389484,0.0,49317779.8038888
 12/20  19:00:00,73009651.92857912,2141955.9401939744,8332485.144214248,55638037.20803162,171589643.92863628,557404059.527585,176057174.69143233,0.0,34633758.31462418
 12/20  20:00:00,353154.26511209167,0.0,55677.70875013975,22357371.709440295,1797684.4665140703,378455844.3832485,1165926.2073888928,0.0,1721682.666305344
 12/20  21:00:00,324550.8818432677,0.0,52552.00692788749,22359933.9516137,22519148.879010085,58867291.868080944,14863545.231165268,0.0,1705381.8014128488
 12/20  22:00:00,292477.6660239696,0.0,48861.01699194942,22352290.410311222,32623210.61884581,51954177.1718829,22357864.332989186,0.0,1688566.3251967276
 12/20  23:00:00,259414.45569445076,364.1316749088131,45063.30642749984,22335454.889739536,40106805.831361294,49538633.96807254,28751623.347430356,0.0,1664904.7590467965
 12/20  24:00:00,223967.071670317,14158.050239925291,43740.623721158525,22320752.886613797,47154630.70482629,44732789.33689208,35985383.78493107,0.0,1642993.9769625505
 12/21  01:00:00,186637.11150616518,34091.78806333464,39573.477392050896,22307519.166589327,54698961.91965524,42320478.49786431,43853577.77285153,0.0,1622350.6944850213
 12/21  02:00:00,158317.1824010464,56441.55525866756,36940.91582358756,22300144.024354197,60335545.29722378,42310470.79406072,50476099.355228245,0.0,1609389.9832995702
 12/21  03:00:00,134263.7078648599,72314.64973572985,35213.81575802747,22280517.347979028,57857110.398359016,42289117.01762,50210387.57383354,0.0,1591735.3523323867
 12/21  04:00:00,110014.0343609182,84237.93323355309,32904.29655975365,22270756.740109064,54364493.44691774,42277046.89055176,48555742.009313695,0.0,1584956.6410024385
 12/21  05:00:00,86353.52482469741,98390.51722731175,30523.209126641003,22258749.115781553,57051956.067813724,42262658.17879113,51959255.08511883,0.0,1570294.240914753
 12/21  06:00:00,61338.40651117142,112782.1444565538,27478.85933787853,22250493.754961193,60355840.17456032,42251358.46818201,55870681.89397079,0.0,1558835.1977028626
 12/21  07:00:00,34477.211447866204,127165.70489156827,22132.627675158532,22234108.894217227,62489477.06885731,51526317.51340917,58694648.85816714,0.0,1540327.560051461
 12/21  08:00:00,25816.041776773636,136107.91590424106,20472.364176711202,22228529.026195914,59805694.73894303,513287628.5930377,56994993.86990477,0.0,1537063.749202044
 12/21  09:00:00,3583118.6941579655,27940560.14868794,6248431.94593913,24777337.77056837,268984527.68690634,524459306.8918468,477644538.8432261,0.0,3175182.9921978638
 12/21  10:00:00,44102209.27711468,7671883.741038497,7230880.867459671,41388068.03622322,167471647.7758603,564390603.16528,149191439.89386448,0.0,20361119.812276166
 12/21  11:00:00,100803866.03625025,106750.30051401119,10035414.058438962,67435118.06260082,156876976.44072574,595651229.4077249,95847673.16628577,0.0,46467424.53988918
 12/21  12:00:00,152528355.98347816,43023.91848433537,14082239.41568947,92681323.34152618,148926909.95092627,631846040.2088604,112227341.97953078,0.0,70996971.00819749
 12/21  13:00:00,156299000.33504745,8789.21272400224,14106496.138300277,94499713.4166872,149747802.21935466,633688687.0066323,125730040.12246707,0.0,72748122.97141376
 12/21  14:00:00,183090164.85459208,545.6491280424449,15962989.792259803,106849868.1988675,154561684.00304747,647895335.442772,138620200.97800633,0.0,84713169.44955729
 12/21  15:00:00,230909825.90932956,35.76723588650664,18652806.686642174,120830226.52107717,160779808.70576322,662170600.6866899,150450952.76112306,0.0,98260152.54389778
 12/21  16:00:00,222450496.77232188,0.0,17991942.099294256,120603321.55160812,170763915.200505,647182187.9944769,164146755.1571581,0.0,98135754.04645441
 12/21  17:00:00,216080534.20306844,0.0,17389036.284812354,120673673.18162164,177331984.47221148,653551413.9749681,173155012.18233848,0.0,98260152.54389778
 12/21  18:00:00,138498938.92823076,289.2964950579752,11401590.731709786,86680055.83328505,211266046.33734834,589120273.7676599,209982894.30641294,0.0,65165709.475856796
 12/21  19:00:00,96728927.63267833,118.68833362407358,9623858.504313944,66460273.0367852,216790544.3131755,569517668.7164384,215902727.22405717,0.0,45381002.4440924
 12/21  20:00:00,705443.8502170737,0.0,90879.57650280364,22500116.965373434,23510492.272488877,378633791.50693434,20863530.834360544,0.0,1844604.718777866
 12/21  21:00:00,636375.3883754587,0.0,84371.94914475452,22522441.60006627,81103828.12618896,59061619.45875039,73123305.94016437,0.0,1814764.3104585586
 12/21  22:00:00,568737.2024028884,0.0,77866.54066270382,22506939.06994339,92937951.62101884,52137831.35518582,85702692.32591656,0.0,1788581.7091845984
 12/21  23:00:00,502552.1706903548,12419.962393953843,74131.63407891142,22484082.23011363,99621903.68701965,49716329.63609805,94293054.89742155,0.0,1759001.7604383593
 12/21  24:00:00,439399.64960098243,42152.53936244713,71653.73049693534,22462884.733051036,103444687.25888398,44902834.2901051,100046358.02714907,0.0,1733382.0664421506
 12/22  01:00:00,376334.861740387,70322.00615161756,67335.58936048512,22438489.826145295,106712822.39819457,42479211.26938871,104493251.67752703,0.0,1705464.9224745738
 12/22  02:00:00,313432.09619540256,96588.18940084592,62169.94236063146,22420554.882236753,107683073.31096013,42456110.67848032,106329603.43125005,0.0,1686211.7067993511
 12/22  03:00:00,252815.641267089,120029.64532516012,56271.619640019606,22396441.963352215,107621063.16701794,42426099.43687517,106856529.60503703,0.0,1661809.0032735826
 12/22  04:00:00,192730.47110539215,147121.52363973614,49919.289955184206,22364359.637562472,107307766.08499554,42387664.7814006,107279066.91657504,0.0,1629378.0753470007
 12/22  05:00:00,150358.24074073613,184299.66657036514,48432.760593638064,22340581.24960282,104551472.6211814,42362399.8640794,105393629.34716985,0.0,1607135.3796584508
 12/22  06:00:00,112889.28077996426,218961.23085440608,46514.21309572047,22323906.82092856,102860020.37698388,42343806.88790722,103986623.92172876,0.0,1591398.5600441068
 12/22  07:00:00,74496.30081868618,254232.44510956085,43244.858077277655,22304596.169084046,103216134.27084976,51617917.018678114,104423653.7658694,0.0,1571240.28242966
 12/22  08:00:00,49959.794653524994,270227.31667793397,38655.552749199764,22278543.622701705,96034170.48541905,513355826.37811613,97349847.49495865,0.0,1551491.212234438
 12/22  09:00:00,3664705.0179266976,31077779.300847262,6448158.555655209,24860682.31269477,299955393.990451,524742378.04368913,522261190.2962307,0.0,3149022.42868491
 12/22  10:00:00,34283134.16643934,11642072.141388081,7005537.369873889,37515216.32410104,193545048.82752427,560292407.9555721,193251333.38614082,0.0,16403460.551509693
 12/22  11:00:00,71608725.33955167,6894595.940193114,8408055.9882866,54382766.470564656,179823447.16334656,580971519.7455364,171532395.52121526,0.0,33306763.08880688
 12/22  12:00:00,108193205.26808704,2285043.1287571434,9755668.855271231,71400955.05073607,168672199.97353405,606239101.3576522,136901853.34384745,0.0,50297391.77955747
 12/22  13:00:00,107271750.03297238,556638.8728315439,9467270.53431188,71541467.6539818,164283215.31863496,606091215.6399384,125541683.19300008,0.0,50467674.35392025
 12/22  14:00:00,128236791.21565421,355016.9445886381,10551113.56343865,81254976.0118663,163590772.02321517,616888567.0269498,138455425.48700136,0.0,59847889.25509786
 12/22  15:00:00,179484886.72029793,636199.2538603323,14158280.10767084,104721702.91814432,164356082.07256556,641567550.5047858,155207320.2712715,0.0,82635728.95719862
 12/22  16:00:00,185615651.92896736,2047562.4448582865,14568321.537019057,107909439.73273349,173985395.00621077,631064685.613327,197243046.49075094,0.0,85745287.6296042
 12/22  17:00:00,193008143.24055833,3463550.219172718,15218926.491624936,111418194.89867584,183117715.61383066,642125825.8988351,212678039.0615658,0.0,89197020.31191075
 12/22  18:00:00,120154545.0756133,4140516.772535267,10629133.12290258,78343714.38651326,219231628.79062346,580011474.712081,232181616.48042953,0.0,56954697.869320184
 12/22  19:00:00,83215366.30791426,4595138.512278711,9204346.060360879,60544128.81682659,224485190.13413358,563182012.0525266,233167555.06954366,0.0,39376082.723950624
 12/22  20:00:00,581279.2201689408,0.0,79022.89364188293,22464929.579263765,29893207.26411388,378586747.4379637,17627167.02695203,0.0,1803507.1044200151
 12/22  21:00:00,517667.88222077163,6713.955038674762,74679.05255319475,22486149.174789242,83753097.31314516,59015634.1368818,54732664.74438605,0.0,1775243.7491917384
 12/22  22:00:00,455127.3457040999,27910.323235876112,71803.42750394362,22465160.850694753,89740089.36638415,52089990.02277842,65968578.641517654,0.0,1748101.1108950372
 12/22  23:00:00,394379.6460272107,45252.69771769774,67186.3649240518,22442661.660031606,88064111.10825641,49667963.796861164,70291971.1481232,0.0,1726815.5570416492
 12/22  24:00:00,335126.76316407253,59828.921010505954,61937.83572455267,22405357.508285362,80599536.30018172,44835591.17056704,68168484.98170812,0.0,1696064.804627778
 12/23  01:00:00,281327.58874030836,73790.04726165126,56725.87394730512,22376092.66165857,73478922.07052088,42406204.38948881,64750626.25579156,0.0,1673054.4442931707
 12/23  02:00:00,231290.6850603068,95903.15774567383,51802.11205181775,22350903.959512476,72862152.62693425,42376091.92544724,66186792.313174754,0.0,1648082.0020426135
 12/23  03:00:00,182860.3393945596,112989.39999972621,44185.38292291793,22318303.26907135,71272951.8768958,42335874.505877204,66247133.7748037,0.0,1616693.486888686
 12/23  04:00:00,151364.62301286258,126416.86361774243,40816.37058588649,22307617.469385866,70498938.7412904,42321819.69385469,66640240.254070595,0.0,1606530.5235689469
 12/23  05:00:00,121859.66909545433,143495.9889392225,38037.807679836515,22286099.74600316,73259807.01113842,42297523.40756593,70086267.9361651,0.0,1582283.5051362936
 12/23  06:00:00,90215.80742764845,164886.5155591763,34766.80526518012,22283833.246844184,77734931.31690425,42291985.9059923,75075553.30257688,0.0,1575686.4796545208
 12/23  07:00:00,55712.65249428443,195047.47087383905,32897.539229523805,22264677.030327108,79972390.9550906,42270960.42343957,78496437.23162961,0.0,1553620.7370333679
 12/23  08:00:00,31536.684754549126,226178.94430773097,30798.449987283482,22249023.776393432,79240200.11204508,42253208.08026365,78671969.26899004,0.0,1537998.3856488394
 12/23  09:00:00,14682.960363466022,255992.70908060583,30191.702433138547,22236498.167021766,78404269.47930814,42240075.723337844,78424069.3501891,0.0,1525737.234840375
 12/23  10:00:00,0.0,280389.2857076379,26989.778587646066,73329.3486494202,74054522.33095422,20073704.981120005,74677652.62123027,0.0,0.0
 12/23  11:00:00,0.0,292644.4679986646,27849.70414085543,66253.83151149162,66044722.616211355,20067489.389535286,67252003.32120198,0.0,0.0
 12/23  12:00:00,0.0,294483.6455081747,27960.44523914661,58208.825352058026,57135598.86931851,20059555.124474145,58802906.41801901,0.0,0.0
 12/23  13:00:00,0.0,294156.7146284173,27899.985149484823,52991.76751057639,51384398.36963073,20054277.606543,53222621.8277013,0.0,0.0
 12/23  14:00:00,0.0,300192.35777269205,28229.02386623613,52220.047126359736,50443215.25427392,20053834.924875535,52144666.3640971,0.0,0.0
 12/23  15:00:00,0.0,314446.4736300522,29095.186068240888,54746.6696467386,53015490.11280613,20057227.709597915,54391623.68917466,0.0,0.0
 12/23  16:00:00,0.0,338585.43633970706,30580.736868339936,59991.21679823467,58442549.46233119,20063957.807549514,59379393.56384839,0.0,0.0
 12/23  17:00:00,0.0,371532.22511908796,32558.152357437182,65111.65154583381,63618575.90012032,20071055.657786205,64280979.81374404,0.0,0.0
 12/23  18:00:00,0.0,411384.81019300537,34822.561628836476,70424.44886683961,68935091.43617716,20078632.864378612,69398715.43970425,0.0,0.0
 12/23  19:00:00,0.0,594419.9403571094,60233.19191615513,86973.1816121361,74297905.53749402,20120592.22741123,85008390.48692396,0.0,0.0
 12/23  20:00:00,0.0,1106359.4821738927,139536.73529728045,122922.05727273894,76322187.17628485,20235844.646452956,110438062.49645254,0.0,0.0
 12/23  21:00:00,0.0,1835350.3076055965,276404.1109775476,162804.45645351714,77225270.68090267,20412594.421314005,124840872.71266432,0.0,0.0
 12/23  22:00:00,0.0,2425736.496927839,347278.2842023258,182002.04859107875,76211540.36798927,20502666.186676342,115055706.94094126,0.0,0.0
 12/23  23:00:00,0.0,2527979.425922539,359296.1460112457,179154.30133886123,70757867.17480391,20511836.301233046,96284436.3838682,0.0,0.0
 12/23  24:00:00,0.0,2438903.391745098,356457.02984575945,170400.04831403834,64342479.223486155,20500242.932042733,81401712.4693182,0.0,0.0
 12/24  01:00:00,0.0,2441259.0766906305,363312.4253560305,166034.84440119023,59491804.17184837,20502733.12364016,72590705.30684881,0.0,0.0
 12/24  02:00:00,0.0,2882780.949735151,432593.0179299605,184244.2030190315,58813540.24702321,20590223.07483193,73836293.14024758,0.0,0.0
 12/24  03:00:00,0.0,4178162.485730996,610385.3587502551,253977.5708361827,62454309.738383785,20837748.783469375,87770511.88175641,0.0,0.0
 12/24  04:00:00,0.0,6022788.517729024,814373.2083232261,336829.7358578852,67822970.52110025,21124588.79806405,94125408.38507804,0.0,0.0
 12/24  05:00:00,0.0,8701085.177380808,1073020.0596964664,450151.38920603506,74350983.51049271,21496557.302785438,98595195.88214268,0.0,0.0
 12/24  06:00:00,0.0,11233176.234558713,1270013.7059348503,531197.8157064698,80306609.23190789,21774597.37552426,98063386.19964232,0.0,0.0
 12/24  07:00:00,0.0,13420538.633614503,1434196.008440948,594614.29865685,85509786.65477039,22002196.16098074,101081321.74550155,0.0,0.0
 12/24  08:00:00,0.0,15910650.063828528,1596868.3128368224,660547.903461523,91320125.33601332,22230802.070181284,108120965.1373956,0.0,0.0
 12/24  09:00:00,0.0,17291189.260411266,1711749.4300967562,702066.4241300558,93405697.1102306,22387201.70810975,111048461.35355607,0.0,0.0
 12/24  10:00:00,0.0,11422519.653490875,1316729.3602989512,558031.1774908948,88483543.4212501,21848146.391672783,92517730.78858244,0.0,0.0
